,image,label
93,C181P142ThinF_IMG_20151127_160650_cell_173.png,0
94,C218ThinF_IMG_20151106_144228_cell_179.png,0
95,C116P77ThinF_IMG_20150930_171558_cell_103.png,0
96,C5NThinF_IMG_20150609_122108_cell_71.png,1
97,C136P97ThinF_IMG_20151005_144727_cell_126.png,0
98,C85P46ThinF_IMG_20150820_105301_cell_163.png,1
99,C59P20thinF_IMG_20150803_112802_cell_164.png,0
100,C99P60ThinF_IMG_20150918_140900_cell_69.png,0
101,C144P105ThinF_IMG_20151015_163432_cell_129.png,1
102,C91P52ThinF_IMG_20150821_123314_cell_196.png,0
103,C181P142ThinF_IMG_20151127_155722_cell_5.png,1
104,C189P150ThinF_IMG_20151203_140902_cell_25.png,1
105,C68P29N_ThinF_IMG_20150819_133350_cell_68.png,1
106,C177P138NThinF_IMG_20151201_143025_cell_57.png,1
107,C101P62ThinF_IMG_20150923_165215_cell_27.png,0
108,C93P54ThinF_IMG_20150821_163640_cell_198.png,0
109,C182P143NThinF_IMG_20151201_171950_cell_189.png,0
110,C116P77ThinF_IMG_20150930_171809_cell_19.png,1
111,C84P45ThinF_IMG_20150818_102325_cell_20.png,1
112,C219ThinF_IMG_20151106_145856_cell_65.png,1
113,C202ThinF_IMG_20151015_151254_cell_52.png,1
114,C89P50ThinF_IMG_20150820_162153_cell_153.png,0
115,C181P142ThinF_IMG_20151127_160514_cell_167.png,0
116,C211ThinF_IMG_20151029_164033_cell_47.png,1
117,C101P62ThinF_IMG_20150918_151942_cell_82.png,0
118,C45P6ThinF_IMG_20151130_160135_cell_114.png,1
119,C188P149ThinF_IMG_20151203_134449_cell_1.png,1
120,C98P59ThinF_IMG_20150917_153311_cell_27.png,1
121,C70P31_ThinF_IMG_20150819_141436_cell_13.png,1
122,C184P145ThinF_IMG_20151203_103637_cell_172.png,0
123,C76P37ThinF_IMG_20150815_171214_cell_99.png,1
124,C226ThinF_IMG_20151112_131622_cell_22.png,1
125,C136P97ThinF_IMG_20151005_140538_cell_65.png,1
126,C59P20thinF_IMG_20150803_112733_cell_23.png,1
127,C109P70ThinF_IMG_20150930_103645_cell_76.png,1
128,C68P29N_ThinF_IMG_20150819_134625_cell_53.png,0
129,C70P31_ThinF_IMG_20150813_130510_cell_83.png,0
130,C3thin_original_IMG_20150608_162835_cell_88.png,1
131,C182P143NThinF_IMG_20151201_171905_cell_183.png,0
132,C133P94ThinF_IMG_20151004_153930_cell_108.png,0
133,C99P60ThinF_IMG_20150918_140900_cell_44.png,1
134,C115P76ThinF_IMG_20150930_163018_cell_113.png,1
135,C181P142ThinF_IMG_20151127_155722_cell_198.png,0
136,C118P79ThinF_IMG_20151002_105735_cell_157.png,0
137,C45P6ThinF_IMG_20151130_160135_cell_220.png,0
138,C70P31_ThinF_IMG_20150819_142703_cell_4.png,0
139,C184P145ThinF_IMG_20151203_103637_cell_186.png,0
140,C81P42ThinF_IMG_20150817_120856_cell_147.png,1
141,C116P77ThinF_IMG_20150930_171558_cell_112.png,0
142,C99P60ThinF_IMG_20150918_141314_cell_134.png,0
143,C59P20thinF_IMG_20150803_112802_cell_100.png,1
144,C136P97ThinF_IMG_20151005_143743_cell_122.png,0
145,C108P69ThinF_IMG_20150924_225511_cell_128.png,1
146,C132P93ThinF_IMG_20151004_152257_cell_135.png,0
147,C101P62ThinF_IMG_20150923_165215_cell_3.png,0
148,C180P141NThinF_IMG_20151201_170021_cell_33.png,0
149,C89P50ThinF_IMG_20150820_162813_cell_212.png,0
150,C80P41ThinF_IMG_20150817_111121_cell_150.png,0
151,C49P10thinF_IMG_20150724_102330_cell_230.png,1
152,C186P147NThinF_IMG_20151203_150859_cell_168.png,0
153,C51AP12thinF_IMG_20150724_154330_cell_104.png,1
154,C37BP2_thinF_IMG_20150620_133111a_cell_75.png,1
155,C129P90ThinF_IMG_20151004_134944_cell_8.png,0
156,C132P93ThinF_IMG_20151004_152642_cell_20.png,0
157,C172P133ThinF_IMG_20151119_155019_cell_242.png,0
158,C101P62ThinF_IMG_20150918_151507_cell_52.png,0
159,C137P98ThinF_IMG_20151005_160122_cell_71.png,0
160,C108P69ThinF_IMG_20150924_224909_cell_168.png,1
161,C213ThinF_IMG_20151106_112759_cell_151.png,1
162,C68P29N_ThinF_IMG_20150819_134326_cell_162.png,0
163,C140P101ThinF_IMG_20151005_205922_cell_81.png,1
164,C137P98ThinF_IMG_20151005_155444_cell_95.png,0
165,C93P54ThinF_IMG_20150821_164024_cell_201.png,0
166,C151P112ThinF_IMG_20151115_121725_cell_72.png,1
167,C181P142ThinF_IMG_20151127_155722_cell_199.png,0
168,C221ThinF_IMG_20151106_160022_cell_35.png,1
169,C68P29N_ThinF_IMG_20150819_134326_cell_20.png,1
170,C181P142ThinF_IMG_20151127_160616_cell_172.png,0
171,C162P123ThinF_IMG_20151116_102751_cell_107.png,1
172,C177P138NThinF_IMG_20151201_142942_cell_171.png,0
173,C221ThinF_IMG_20151106_160727_cell_8.png,1
174,C180P141NThinF_IMG_20151201_165528_cell_186.png,0
175,C148P109ThinF_IMG_20151115_112445_cell_202.png,1
176,C237ThinF_IMG_20151127_104954_cell_146.png,1
177,C148P109ThinF_IMG_20151115_112445_cell_177.png,1
178,C160P121ThinF_IMG_20151116_092925_cell_44.png,1
179,C74P35_ThinF_IMG_20150815_121324_cell_74.png,1
180,C132P93ThinF_IMG_20151004_152642_cell_41.png,0
181,C39P4thinF_original_IMG_20150622_105803_cell_98.png,0
182,C140P101ThinF_IMG_20151005_210026_cell_173.png,0
183,C223ThinF_IMG_20151112_104118_cell_57.png,1
184,C146P107ThinF_IMG_20151018_140044_cell_71.png,1
185,C204ThinF_IMG_20151029_112231_cell_46.png,1
186,C137P98ThinF_IMG_20151005_162010_cell_88.png,0
187,C101P62ThinF_IMG_20150918_155731_cell_66.png,0
188,C39P4thinF_original_IMG_20150622_105554_cell_11.png,0
189,C158P119ThinF_IMG_20151115_181558_cell_10.png,1
190,C209ThinF_IMG_20151029_160803_cell_11.png,1
191,C174P135NThinF_IMG_20151127_135342_cell_106.png,1
192,C132P93ThinF_IMG_20151004_152642_cell_1.png,0
193,C130P91ThinF_IMG_20151004_135449_cell_11.png,1
194,C60P21thinF_IMG_20150803_144510_cell_27.png,1
195,C75P36_ThinF_IMG_20150815_163225_cell_62.png,1
196,C58P19thinF_IMG_20150802_121847_cell_90.png,1
197,C132P93ThinF_IMG_20151004_152808_cell_32.png,0
198,C125P86ThinF_IMG_20151004_102053_cell_151.png,0
199,C72P33_ThinF_IMG_20150815_105033_cell_115.png,1
200,C13NThinF_IMG_20150614_131318_cell_165.png,1
201,C107P68ThinF_IMG_20150924_222535_cell_148.png,0
202,C103P64ThinF_IMG_20150918_165125_cell_138.png,1
203,C146P107ThinF_IMG_20151018_135703_cell_220.png,0
204,C213ThinF_IMG_20151106_112252_cell_45.png,1
205,C58P19thinF_IMG_20150802_122338_cell_49.png,1
206,C141P102ThinF_IMG_20151005_214208_cell_5.png,1
207,C182P143NThinF_IMG_20151201_171905_cell_127.png,1
208,C107P68ThinF_IMG_20150924_222630_cell_151.png,1
209,C116P77ThinF_IMG_20150930_171558_cell_149.png,1
210,C48P9thinF_IMG_20150721_164304_cell_24.png,0
211,C59P20thinF_IMG_20150803_113139_cell_14.png,0
212,C141P102ThinF_IMG_20151005_214208_cell_47.png,1
213,C110P71ThinF_IMG_20150930_105559_cell_186.png,1
214,C97P58ThinF_IMG_20150917_151512_cell_160.png,0
215,C186P147NThinF_IMG_20151203_150808_cell_132.png,0
216,C226ThinF_IMG_20151112_131546_cell_151.png,1
217,C182P143NThinF_IMG_20151201_172524_cell_171.png,0
218,C116P77ThinF_IMG_20150930_172112_cell_80.png,0
219,C116P77ThinF_IMG_20150930_171219_cell_100.png,0
220,C154P115ThinF_IMG_20151115_141621_cell_81.png,1
221,C165P126ThinF_IMG_20151117_171646_cell_189.png,1
222,C225ThinF_IMG_20151112_113953_cell_229.png,1
223,C137P98ThinF_IMG_20151005_160122_cell_40.png,1
224,C174P135NThinF_IMG_20151127_135342_cell_214.png,0
225,C66P27N_ThinF_IMG_20150818_163419_cell_194.png,0
226,C45P6ThinF_IMG_20151130_155110_cell_27.png,1
227,C132P93ThinF_IMG_20151004_153030_cell_11.png,0
228,C33P1thinF_IMG_20150619_115808a_cell_175.png,1
229,C214ThinF_IMG_20151106_115440_cell_120.png,1
230,C125P86ThinF_IMG_20151004_101158_cell_71.png,1
231,C180P141NThinF_IMG_20151201_170110_cell_21.png,0
232,C159P120ThinF_IMG_20151115_190812_cell_104.png,1
233,C157P118ThinF_IMG_20151115_163611_cell_214.png,0
234,C116P77ThinF_IMG_20150930_171558_cell_125.png,0
235,C68P29N_ThinF_IMG_20150819_133350_cell_156.png,0
236,C180P141NThinF_IMG_20151201_165528_cell_144.png,0
237,C214ThinF_IMG_20151106_114526_cell_171.png,1
238,C184P145ThinF_IMG_20151203_104153_cell_166.png,1
239,C93P54ThinF_IMG_20150821_162901_cell_201.png,0
240,C39P4thinF_original_IMG_20150622_113632_cell_8.png,0
241,C45P6ThinF_IMG_20151130_155011_cell_179.png,0
242,C127P88ThinF_IMG_20151004_112418_cell_42.png,1
243,C164P125ThinF_IMG_20151116_115149_cell_37.png,1
244,C116P77ThinF_IMG_20150930_171448_cell_129.png,0
245,C129P90ThinF_IMG_20151004_134700_cell_14.png,0
246,C85P46ThinF_IMG_20150820_110040_cell_222.png,1
247,C59P20thinF_IMG_20150803_113809_cell_3.png,0
248,C99P60ThinF_IMG_20150918_141351_cell_124.png,0
249,C220ThinF_IMG_20151106_154533_cell_125.png,1
250,C136P97ThinF_IMG_20151005_144727_cell_107.png,0
251,C186P147NThinF_IMG_20151203_150222_cell_168.png,0
252,C217ThinF_IMG_20151106_142147_cell_218.png,1
253,C108P69ThinF_IMG_20150924_223834_cell_218.png,0
254,C174P135NThinF_IMG_20151127_135342_cell_2.png,1
255,C116P77ThinF_IMG_20150930_171809_cell_25.png,1
256,C232ThinF_IMG_20151112_154251_cell_184.png,1
257,C39P4thinF_original_IMG_20150622_114804_cell_25.png,0
258,C60P21thinF_IMG_20150804_113011_cell_4.png,0
259,C203ThinF_IMG_20151029_110105_cell_219.png,1
260,C128P89ThinF_IMG_20151004_131231_cell_152.png,0
261,C39P4thinF_original_IMG_20150622_110115_cell_19.png,1
262,C118P79ThinF_IMG_20151002_105827_cell_157.png,0
263,C97P58ThinF_IMG_20150917_145555_cell_172.png,0
264,C87P48ThinF_IMG_20150820_144714_cell_192.png,1
265,C128P89ThinF_IMG_20151004_131129_cell_132.png,1
266,C99P60ThinF_IMG_20150918_142334_cell_24.png,0
267,C222ThinF_IMG_20151115_150925_cell_214.png,1
268,C59P20thinF_IMG_20150803_113430_cell_50.png,0
269,C39P4thinF_original_IMG_20150622_105102_cell_93.png,0
270,C99P60ThinF_IMG_20150918_140900_cell_59.png,1
271,C99P60ThinF_IMG_20150918_141001_cell_126.png,0
272,C70P31_ThinF_IMG_20150819_142703_cell_9.png,0
273,C42P5thin_original_IMG_20150623_134919_cell_183.png,1
274,C76P37ThinF_IMG_20150815_173019_cell_227.png,0
275,C181P142ThinF_IMG_20151127_155914_cell_175.png,0
276,C68P29N_ThinF_IMG_20150819_134504_cell_150.png,0
277,C102P63ThinF_IMG_20150918_162051_cell_144.png,0
278,C124P85ThinF_IMG_20151002_155026_cell_88.png,1
279,C13NThinF_IMG_20150614_131318_cell_203.png,1
280,C179P140ThinF_IMG_20151127_153420_cell_172.png,0
281,C85P46ThinF_IMG_20150820_105154_cell_18.png,1
282,C128P89ThinF_IMG_20151004_130810_cell_145.png,0
283,C132P93ThinF_IMG_20151004_151941_cell_2.png,0
284,C179P140ThinF_IMG_20151127_153453_cell_187.png,0
285,C108P69ThinF_IMG_20150924_223834_cell_117.png,1
286,C136P97ThinF_IMG_20151005_144449_cell_23.png,0
287,C70P31_ThinF_IMG_20150813_131457_cell_1.png,0
288,C67P28N_ThinF_IMG_20150819_115417_cell_133.png,1
289,C180P141NThinF_IMG_20151201_165453_cell_6.png,0
290,C80P41ThinF_IMG_20150817_112329_cell_25.png,0
291,C219ThinF_IMG_20151106_150027_cell_211.png,1
292,C85P46ThinF_IMG_20150820_105301_cell_259.png,0
293,C107P68ThinF_IMG_20150924_222415_cell_90.png,1
294,C142P103ThinF_IMG_20151005_221931_cell_57.png,1
295,C59P20thinF_IMG_20150803_111244_cell_183.png,0
296,C180P141NThinF_IMG_20151201_170110_cell_28.png,0
297,C116P77ThinF_IMG_20150930_171739_cell_112.png,0
298,C49P10thinF_IMG_20150724_103233_cell_138.png,1
299,C97P58ThinF_IMG_20150917_151512_cell_112.png,1
300,C131P92ThinF_IMG_20151004_151126_cell_6.png,1
301,C210ThinF_IMG_20151029_162605_cell_194.png,1
302,C133P94ThinF_IMG_20151004_154717_cell_57.png,1
303,C74P35_ThinF_IMG_20150815_120712_cell_108.png,1
304,C220ThinF_IMG_20151106_154016_cell_1.png,1
305,C97P58ThinF_IMG_20150917_151903_cell_19.png,0
306,C154P115ThinF_IMG_20151115_141507_cell_166.png,1
307,C71P32_ThinF_IMG_20150813_162146_cell_183.png,1
308,C132P93ThinF_IMG_20151004_151941_cell_51.png,0
309,C143P104ThinF_IMG_20151005_225528_cell_74.png,1
310,C178P139NThinF_IMG_20151201_151903_cell_47.png,1
311,C183P144NThinF_IMG_20151201_222119_cell_133.png,0
312,C101P62ThinF_IMG_20150923_170246_cell_81.png,0
313,C212ThinF_IMG_20151106_105941_cell_23.png,0
314,C68P29N_ThinF_IMG_20150819_134712_cell_67.png,0
315,C52P13thinF_IMG_20150725_124830_cell_168.png,1
316,C91P52ThinF_IMG_20150821_124937_cell_224.png,0
317,C82P43ThinF_IMG_20150817_123824_cell_167.png,1
318,C91P52ThinF_IMG_20150821_124739_cell_185.png,0
319,C137P98ThinF_IMG_20151005_160122_cell_70.png,0
320,C66P27N_ThinF_IMG_20150818_163551_cell_183.png,0
321,C113P74ThinF_IMG_20150930_134355_cell_166.png,0
322,C79P40ThinF_IMG_20150817_103901_cell_122.png,0
323,C97P58ThinF_IMG_20150917_151437_cell_67.png,1
324,C139P100ThinF_IMG_20151005_182527_cell_75.png,1
325,C132P93ThinF_IMG_20151004_152353_cell_180.png,0
326,C82P43ThinF_IMG_20150817_123824_cell_193.png,0
327,C154P115ThinF_IMG_20151115_141543_cell_119.png,1
328,C177P138NThinF_IMG_20151201_143025_cell_170.png,1
329,C91P52ThinF_IMG_20150821_123314_cell_188.png,0
330,C129P90ThinF_IMG_20151004_134306_cell_34.png,1
331,C39P4thinF_original_IMG_20150622_113126_cell_9.png,0
332,C47P8thin_Original_Motic_IMG_20150714_093806_cell_44.png,1
333,C233ThinF_IMG_20151112_161024_cell_31.png,1
334,C59P20thinF_IMG_20150803_111333_cell_173.png,0
335,C63P24N_ThinF_IMG_20150818_143544_cell_172.png,0
336,C157P118ThinF_IMG_20151115_163611_cell_213.png,0
337,C101P62ThinF_IMG_20150918_155731_cell_84.png,0
338,C136P97ThinF_IMG_20151005_142627_cell_6.png,0
339,C45P6ThinF_IMG_20151130_155011_cell_176.png,0
340,C134P95ThinF_IMG_20151005_121048_cell_95.png,1
341,C137P98ThinF_IMG_20151005_161306_cell_2.png,0
342,C136P97ThinF_IMG_20151005_140646_cell_104.png,0
343,C48P9thinF_IMG_20150721_163810_cell_12.png,0
344,C39P4thinF_original_IMG_20150622_105554_cell_15.png,1
345,C99P60ThinF_IMG_20150918_141001_cell_130.png,0
346,C39P4thinF_original_IMG_20150622_110352_cell_100.png,0
347,C228ThinF_IMG_20151112_142216_cell_222.png,1
348,C158P119ThinF_IMG_20151115_181558_cell_77.png,1
349,C48P9thinF_IMG_20150721_160406_cell_209.png,0
350,C240ThinF_IMG_20151127_115223_cell_182.png,1
351,C232ThinF_IMG_20151112_154424_cell_197.png,1
352,C181P142ThinF_IMG_20151127_160650_cell_185.png,0
353,C120P81ThinF_IMG_20151002_130918_cell_200.png,0
354,C216ThinF_IMG_20151106_134931_cell_64.png,1
355,C128P89ThinF_IMG_20151004_131030_cell_166.png,0
356,C93P54ThinF_IMG_20150821_163815_cell_91.png,1
357,C169P130ThinF_IMG_20151118_172913_cell_102.png,1
358,C116P77ThinF_IMG_20150930_171558_cell_1.png,1
359,C183P144NThinF_IMG_20151201_223357_cell_35.png,1
360,C82P43ThinF_IMG_20150817_125326_cell_12.png,0
361,C91P52ThinF_IMG_20150821_124937_cell_197.png,0
362,C227ThinF_IMG_20151112_135422_cell_33.png,1
363,C205ThinF_IMG_20151106_151514_cell_135.png,1
364,C91P52ThinF_IMG_20150821_124311_cell_16.png,0
365,C49P10thinF_IMG_20150724_103054_cell_32.png,1
366,C228ThinF_IMG_20151112_142900_cell_30.png,1
367,C99P60ThinF_IMG_20150918_141001_cell_124.png,0
368,C166P127ThinF_IMG_20151117_193235_cell_213.png,0
369,C68P29N_ThinF_IMG_20150819_134112_cell_133.png,0
370,C50P11thinF_IMG_20150724_114951_cell_149.png,1
371,C142P103ThinF_IMG_20151005_221900_cell_97.png,1
372,C182P143NThinF_IMG_20151201_172524_cell_175.png,0
373,C117P78ThinF_IMG_20150930_221927_cell_82.png,0
374,C52P13thinF_IMG_20150725_125847_cell_53.png,1
375,C148P109ThinF_IMG_20151115_112538_cell_153.png,1
376,C132P93ThinF_IMG_20151004_152505_cell_32.png,1
377,C182P143NThinF_IMG_20151201_171905_cell_150.png,0
378,C118P79ThinF_IMG_20151002_105018_cell_141.png,0
379,C57P18thinF_IMG_20150729_110305_cell_185.png,1
380,C184P145ThinF_IMG_20151203_104030_cell_13.png,0
381,C99P60ThinF_IMG_20150918_142334_cell_17.png,0
382,C137P98ThinF_IMG_20151005_164119_cell_45.png,1
383,C186P147NThinF_IMG_20151203_150408_cell_183.png,0
384,C98P59ThinF_IMG_20150917_153938_cell_179.png,0
385,C45P6ThinF_IMG_20151130_155110_cell_197.png,0
386,C132P93ThinF_IMG_20151004_152045_cell_143.png,0
387,C85P46ThinF_IMG_20150820_105748_cell_49.png,1
388,C132P93ThinF_IMG_20151004_153030_cell_28.png,0
389,C69P30N_ThinF_IMG_20150819_140652_cell_51.png,1
390,C82P43ThinF_IMG_20150817_124418_cell_161.png,0
391,C70P31_ThinF_IMG_20150813_131609_cell_100.png,0
392,C5NThinF_IMG_20150609_122020_cell_195.png,1
393,C97P58ThinF_IMG_20150917_151437_cell_174.png,0
394,C77P38ThinF_IMG_20150602_143524_cell_129.png,1
395,C116P77ThinF_IMG_20150930_172112_cell_67.png,0
396,C77P38ThinF_IMG_20150602_143650_cell_37.png,1
397,C129P90ThinF_IMG_20151004_133421_cell_40.png,1
398,C49P10thinF_IMG_20150724_102843_cell_80.png,1
399,C88P49ThinF_IMG_20150820_153042_cell_146.png,1
400,C150P111ThinF_IMG_20151115_115805_cell_20.png,1
401,C140P101ThinF_IMG_20151005_211530_cell_149.png,0
402,C39P4thinF_original_IMG_20150622_110435_cell_5.png,1
403,C146P107ThinF_IMG_20151018_134554_cell_253.png,0
404,C158P119ThinF_IMG_20151115_181136_cell_199.png,0
405,C160P121ThinF_IMG_20151116_092925_cell_32.png,1
406,C52P13thinF_IMG_20150725_124606_cell_137.png,1
407,C66P27N_ThinF_IMG_20150818_163419_cell_208.png,0
408,C132P93ThinF_IMG_20151004_153030_cell_30.png,0
409,C218ThinF_IMG_20151106_143940_cell_23.png,1
410,C110P71ThinF_IMG_20150930_110404_cell_76.png,1
411,C205ThinF_IMG_20151106_152003_cell_188.png,1
412,C77P38ThinF_IMG_20150601_155642_cell_97.png,1
413,C214ThinF_IMG_20151106_114526_cell_52.png,1
414,C186P147NThinF_IMG_20151203_150859_cell_164.png,0
415,C68P29N_ThinF_IMG_20150819_133447_cell_119.png,0
416,C144P105ThinF_IMG_20151015_155004_cell_309.png,0
417,C184P145ThinF_IMG_20151203_103326_cell_125.png,0
418,C160P121ThinF_IMG_20151116_094338_cell_48.png,1
419,C184P145ThinF_IMG_20151203_103114_cell_157.png,0
420,C91P52ThinF_IMG_20150821_125423_cell_4.png,0
421,C133P94ThinF_IMG_20151004_155012_cell_7.png,0
422,C141P102ThinF_IMG_20151005_215348_cell_83.png,1
423,C69P30N_ThinF_IMG_20150819_135421_cell_161.png,1
424,C213ThinF_IMG_20151106_112252_cell_155.png,1
425,C227ThinF_IMG_20151112_135158_cell_45.png,1
426,C186P147NThinF_IMG_20151203_150557_cell_67.png,1
427,C157P118ThinF_IMG_20151115_164755_cell_187.png,0
428,C134P95ThinF_IMG_20151005_122331_cell_102.png,0
429,C162P123ThinF_IMG_20151116_104451_cell_47.png,1
430,C123P84ThinF_IMG_20151002_151432_cell_164.png,0
431,C189P150ThinF_IMG_20151203_142224_cell_97.png,0
432,C33P1thinF_IMG_20150619_121229a_cell_144.png,1
433,C176P137NThinF_IMG_20151201_121303_cell_112.png,0
434,C57P18thinF_IMG_20150729_110134_cell_122.png,1
435,C132P93ThinF_IMG_20151004_151701_cell_130.png,0
436,C144P105ThinF_IMG_20151015_160908_cell_18.png,1
437,C160P121ThinF_IMG_20151116_093704_cell_11.png,1
438,C167P128ReThinF_IMG_20151201_105354_cell_236.png,0
439,C68P29N_ThinF_IMG_20150819_134625_cell_22.png,0
440,C60P21thinF_IMG_20150804_113602_cell_127.png,0
441,C156P117ThinF_IMG_20151115_154313_cell_19.png,1
442,C80P41ThinF_IMG_20150817_111246_cell_104.png,1
443,C82P43ThinF_IMG_20150817_124010_cell_198.png,0
444,C129P90ThinF_IMG_20151004_134306_cell_1.png,1
445,C147P108ThinF_IMG_20151115_103432_cell_110.png,1
446,C68P29N_ThinF_IMG_20150819_134712_cell_58.png,0
447,C99P60ThinF_IMG_20150918_141001_cell_93.png,0
448,C116P77ThinF_IMG_20150930_171448_cell_127.png,0
449,C90P51ThinF_IMG_20150821_115846_cell_62.png,1
450,C115P76ThinF_IMG_20150930_162315_cell_151.png,1
451,C110P71ThinF_IMG_20150930_105925_cell_40.png,1
452,C45P6ThinF_IMG_20151130_160135_cell_222.png,0
